ticker,caller,timestamp,Open,high,close,low,supply,market_cap,volume
ETH-USD,backtest_v2,2026-01-12 19:00:00+00:00,3105.37,3119.84,3118.99,3094.21,122373866.2178,381682864994.656,2801.07339241
ETH-USD,backtest_v2,2026-01-12 20:00:00+00:00,3118.98,3125.51,3099.81,3097.33,122373866.2178,379335734240.59863,6311.89446225
ETH-USD,backtest_v2,2026-01-12 21:00:00+00:00,3099.81,3104.15,3089.22,3081.8,122373866.2178,378039794997.3521,3895.89405148
ETH-USD,backtest_v2,2026-01-12 22:00:00+00:00,3089.21,3104.17,3092.06,3089.2,122373866.2178,378387336777.4107,2400.54108868
ETH-USD,backtest_v2,2026-01-12 23:00:00+00:00,3092.06,3096.17,3091.94,3085.15,122373866.2178,378372651913.46454,2714.84558695
ETH-USD,backtest_v2,2026-01-13 00:00:00+00:00,3091.94,3106.4,3104.84,3089.71,122373866.2178,379951274787.6742,2614.5381733
ETH-USD,backtest_v2,2026-01-13 01:00:00+00:00,3104.84,3110.62,3094.05,3087.93,122373866.2178,378630860771.18414,1882.72011194
ETH-USD,backtest_v2,2026-01-13 02:00:00+00:00,3094.05,3104.46,3097.69,3094.05,122373866.2178,379076301644.2169,1450.54018457
ETH-USD,backtest_v2,2026-01-13 03:00:00+00:00,3097.68,3115.22,3112.53,3097.68,122373866.2178,380892329818.8891,2401.28817774
ETH-USD,backtest_v2,2026-01-13 04:00:00+00:00,3112.54,3119.83,3118.47,3108.6,122373866.2178,381619230584.2228,1496.20904602
ETH-USD,backtest_v2,2026-01-13 05:00:00+00:00,3118.47,3142.8,3128.2,3117.61,122373866.2178,382809928302.522,2478.9777162
ETH-USD,backtest_v2,2026-01-13 06:00:00+00:00,3128.21,3133.78,3130.74,3119.86,122373866.2178,383120757922.71515,2122.88493977
ETH-USD,backtest_v2,2026-01-13 07:00:00+00:00,3130.9,3131.82,3118.52,3118.48,122373866.2178,381625349277.5337,963.68353124
ETH-USD,backtest_v2,2026-01-13 08:00:00+00:00,3118.5,3134.88,3132.78,3118.4,122373866.2178,383370400609.7995,902.80037922
ETH-USD,backtest_v2,2026-01-13 09:00:00+00:00,3132.77,3145.19,3135.78,3125.94,122373866.2178,383737522208.45294,2652.23940399
ETH-USD,backtest_v2,2026-01-13 10:00:00+00:00,3135.78,3138.82,3131.7,3127.07,122373866.2178,383238236834.28424,1117.01256281
ETH-USD,backtest_v2,2026-01-13 11:00:00+00:00,3131.71,3135.85,3130.67,3128.02,122373866.2178,383112191752.07996,691.05964519
ETH-USD,backtest_v2,2026-01-13 12:00:00+00:00,3130.68,3135.06,3132.22,3126.43,122373866.2178,383301871244.7175,1299.08595858
ETH-USD,backtest_v2,2026-01-13 13:00:00+00:00,3132.22,3157.56,3139.33,3126.89,122373866.2178,384171949433.52606,6319.40658625
ETH-USD,backtest_v2,2026-01-13 14:00:00+00:00,3139.32,3163.2,3142.24,3127.32,122373866.2178,384528057384.21985,7853.31957535
ETH-USD,backtest_v2,2026-01-13 15:00:00+00:00,3141.89,3186.55,3182.76,3130.24,122373866.2178,389486646443.3652,12433.95657195
ETH-USD,backtest_v2,2026-01-13 16:00:00+00:00,3182.62,3195.09,3179.96,3170.3,122373866.2178,389143999617.9553,15417.96713975
ETH-USD,backtest_v2,2026-01-13 17:00:00+00:00,3179.95,3186.39,3178.56,3172.0,122373866.2178,388972676205.25037,6986.83367603
ETH-USD,backtest_v2,2026-01-13 18:00:00+00:00,3178.56,3213.06,3199.82,3176.32,122373866.2178,391574344601.04083,8985.34188602
ETH-USD,backtest_v2,2026-01-13 19:00:00+00:00,3199.82,3217.46,3215.63,3189.44,122373866.2178,393509075425.9443,7291.05236444
ETH-USD,backtest_v2,2026-01-13 20:00:00+00:00,3215.64,3220.0,3204.51,3187.6,122373866.2178,392148278033.6023,8658.16792587
ETH-USD,backtest_v2,2026-01-13 21:00:00+00:00,3204.11,3217.83,3209.21,3201.77,122373866.2178,392723435204.826,5722.46301721
ETH-USD,backtest_v2,2026-01-13 22:00:00+00:00,3209.21,3375.0,3329.56,3209.21,122373866.2178,407451130004.1382,21833.32374349
ETH-USD,backtest_v2,2026-01-13 23:00:00+00:00,3329.61,3345.6,3323.38,3310.64,122373866.2178,406694859510.9122,7177.76026249
ETH-USD,backtest_v2,2026-01-14 00:00:00+00:00,3323.37,3336.91,3322.52,3313.31,122373866.2178,406589617985.9649,6581.17223513
ETH-USD,backtest_v2,2026-01-14 01:00:00+00:00,3322.51,3343.23,3334.3,3319.04,122373866.2178,408031182130.01056,6292.86300937
ETH-USD,backtest_v2,2026-01-14 02:00:00+00:00,3334.3,3355.0,3325.28,3318.9,122373866.2178,406927369856.726,6551.5269173
ETH-USD,backtest_v2,2026-01-14 03:00:00+00:00,3325.24,3350.33,3349.93,3319.58,122373866.2178,409943885658.99475,4022.43699667
ETH-USD,backtest_v2,2026-01-14 04:00:00+00:00,3349.93,3362.53,3337.24,3333.71,122373866.2178,408390961296.69086,5052.23947887
ETH-USD,backtest_v2,2026-01-14 05:00:00+00:00,3337.22,3338.05,3328.98,3323.52,122373866.2178,407380153161.7319,3222.45438251
ETH-USD,backtest_v2,2026-01-14 06:00:00+00:00,3328.98,3334.94,3333.11,3320.75,122373866.2178,407885557229.21136,2260.00668571
ETH-USD,backtest_v2,2026-01-14 07:00:00+00:00,3333.11,3340.95,3334.4,3326.41,122373866.2178,408043419516.6323,2545.02406852
ETH-USD,backtest_v2,2026-01-14 08:00:00+00:00,3334.4,3341.69,3326.12,3326.11,122373866.2178,407030163904.34894,2528.55374328
ETH-USD,backtest_v2,2026-01-14 09:00:00+00:00,3326.11,3334.55,3326.8,3323.61,122373866.2178,407113378133.3771,1891.1162737
ETH-USD,backtest_v2,2026-01-14 10:00:00+00:00,3326.99,3333.03,3311.7,3303.83,122373866.2178,405265532753.4883,2962.26304509
ETH-USD,backtest_v2,2026-01-14 11:00:00+00:00,3311.59,3312.2,3284.27,3281.01,122373866.2178,401908817603.13403,4353.2311378
ETH-USD,backtest_v2,2026-01-14 12:00:00+00:00,3284.27,3298.01,3295.06,3278.45,122373866.2178,403229231619.6241,3825.44494748
ETH-USD,backtest_v2,2026-01-14 13:00:00+00:00,3295.06,3307.55,3301.89,3287.76,122373866.2178,404065045125.89166,4264.90323364
ETH-USD,backtest_v2,2026-01-14 14:00:00+00:00,3301.88,3357.73,3348.66,3300.76,122373866.2178,409788470848.89813,13409.00770034
ETH-USD,backtest_v2,2026-01-14 15:00:00+00:00,3348.85,3362.38,3345.73,3326.78,122373866.2178,409429915420.88,13743.97667148
ETH-USD,backtest_v2,2026-01-14 16:00:00+00:00,3345.73,3405.03,3370.34,3345.27,122373866.2178,412441536268.50006,22387.37058529
ETH-USD,backtest_v2,2026-01-14 17:00:00+00:00,3370.33,3381.63,3341.9,3337.65,122373866.2178,408961223513.26587,11033.69464974
ETH-USD,backtest_v2,2026-01-14 18:00:00+00:00,3341.91,3355.0,3339.88,3314.0,122373866.2178,408714028303.5059,11858.5610025
ETH-USD,backtest_v2,2026-01-14 19:00:00+00:00,3339.61,3400.0,3367.53,3332.2,122373866.2178,412097665704.4281,10802.67517396
ETH-USD,backtest_v2,2026-01-14 20:00:00+00:00,3367.59,3392.81,3384.32,3362.0,122373866.2178,414152322918.2249,15353.57991377
ETH-USD,backtest_v2,2026-01-14 21:00:00+00:00,3384.2,3384.2,3373.29,3358.0,122373866.2178,412802539173.8426,4461.75215459
ETH-USD,backtest_v2,2026-01-14 22:00:00+00:00,3373.29,3375.43,3350.0,3347.14,122373866.2178,409952451829.63,5189.1676729
ETH-USD,backtest_v2,2026-01-14 23:00:00+00:00,3349.61,3370.28,3354.82,3346.72,122373866.2178,410542293864.79987,4292.41653173
ETH-USD,backtest_v2,2026-01-15 00:00:00+00:00,3354.82,3355.8,3331.59,3323.8,122373866.2178,407699548952.56036,4605.89409354
ETH-USD,backtest_v2,2026-01-15 01:00:00+00:00,3331.59,3343.15,3324.8,3316.74,122373866.2178,406868630400.94147,4489.36839403
ETH-USD,backtest_v2,2026-01-15 02:00:00+00:00,3324.54,3333.05,3313.36,3303.01,122373866.2178,405468673371.40985,4130.22686504
ETH-USD,backtest_v2,2026-01-15 03:00:00+00:00,3313.35,3320.8,3284.92,3276.38,122373866.2178,401988360616.1756,5332.34266957
ETH-USD,backtest_v2,2026-01-15 04:00:00+00:00,3284.92,3308.0,3304.91,3283.3,122373866.2178,404434614201.8694,2758.68926166
ETH-USD,backtest_v2,2026-01-15 05:00:00+00:00,3304.9,3315.31,3310.41,3301.8,122373866.2178,405107670466.0673,2559.31627546
ETH-USD,backtest_v2,2026-01-15 06:00:00+00:00,3310.6,3323.4,3315.21,3308.87,122373866.2178,405695065023.9128,1871.06650829
ETH-USD,backtest_v2,2026-01-15 07:00:00+00:00,3315.21,3334.94,3329.8,3314.11,122373866.2178,407480499732.03046,2517.18265751
ETH-USD,backtest_v2,2026-01-15 08:00:00+00:00,3329.79,3338.67,3336.31,3319.6,122373866.2178,408277153601.10834,2716.3068952
ETH-USD,backtest_v2,2026-01-15 09:00:00+00:00,3336.31,3373.69,3365.6,3329.83,122373866.2178,411861484142.6277,3117.69710945
ETH-USD,backtest_v2,2026-01-15 10:00:00+00:00,3365.64,3377.54,3363.49,3357.12,122373866.2178,411603275284.90814,1896.95050858
ETH-USD,backtest_v2,2026-01-15 11:00:00+00:00,3363.49,3365.28,3348.9,3346.45,122373866.2178,409817840576.79047,1665.70845356
ETH-USD,backtest_v2,2026-01-15 12:00:00+00:00,3348.9,3370.4,3368.38,3343.14,122373866.2178,412201683490.7132,2635.75563489
ETH-USD,backtest_v2,2026-01-15 13:00:00+00:00,3368.34,3384.32,3370.44,3355.65,122373866.2178,412453773655.1219,3207.84568545
ETH-USD,backtest_v2,2026-01-15 14:00:00+00:00,3370.44,3382.4,3340.96,3320.64,122373866.2178,408846192079.0211,10424.40636581
ETH-USD,backtest_v2,2026-01-15 15:00:00+00:00,3340.99,3356.97,3330.61,3284.01,122373866.2178,407579622563.6669,11940.53048202
ETH-USD,backtest_v2,2026-01-15 16:00:00+00:00,3330.13,3335.14,3330.4,3309.31,122373866.2178,407553924051.76117,10705.4635461
ETH-USD,backtest_v2,2026-01-15 17:00:00+00:00,3330.18,3337.14,3300.6,3296.71,122373866.2178,403907182838.4707,10785.80177407
ETH-USD,backtest_v2,2026-01-15 18:00:00+00:00,3300.59,3307.4,3288.06,3270.58,122373866.2178,402372614556.0995,12477.78270381
ETH-USD,backtest_v2,2026-01-15 19:00:00+00:00,3288.0,3300.3,3294.82,3277.09,122373866.2178,403199861891.7318,8979.23135849
ETH-USD,backtest_v2,2026-01-15 20:00:00+00:00,3294.81,3306.06,3287.6,3275.41,122373866.2178,402316322577.6393,19627.10816175
ETH-USD,backtest_v2,2026-01-15 21:00:00+00:00,3287.6,3304.96,3298.76,3282.94,122373866.2178,403682014924.63,3858.87470721
ETH-USD,backtest_v2,2026-01-15 22:00:00+00:00,3298.62,3318.75,3308.41,3295.26,122373866.2178,404862922733.6317,2871.40319285
ETH-USD,backtest_v2,2026-01-15 23:00:00+00:00,3308.41,3322.33,3317.98,3300.56,122373866.2178,406034040633.33606,2465.72424943
ETH-USD,backtest_v2,2026-01-16 00:00:00+00:00,3317.98,3326.59,3316.16,3315.26,122373866.2178,405811320196.81964,2287.58934434
ETH-USD,backtest_v2,2026-01-16 01:00:00+00:00,3316.16,3320.63,3312.94,3301.06,122373866.2178,405417276347.5984,3204.95942732
ETH-USD,backtest_v2,2026-01-16 02:00:00+00:00,3312.94,3313.07,3302.83,3291.03,122373866.2178,404180076560.1364,2971.15633203
ETH-USD,backtest_v2,2026-01-16 03:00:00+00:00,3302.83,3307.39,3294.09,3293.92,122373866.2178,403110528969.3928,1445.37418115
ETH-USD,backtest_v2,2026-01-16 04:00:00+00:00,3294.28,3304.08,3287.21,3276.31,122373866.2178,402268596769.8144,3152.7154105
ETH-USD,backtest_v2,2026-01-16 05:00:00+00:00,3287.2,3315.26,3308.23,3282.66,122373866.2178,404840895437.7125,3507.69231294
ETH-USD,backtest_v2,2026-01-16 06:00:00+00:00,3308.23,3316.3,3313.42,3301.46,122373866.2178,405476015803.38293,2221.62085431
ETH-USD,backtest_v2,2026-01-16 07:00:00+00:00,3313.42,3315.46,3308.93,3301.3,122373866.2178,404926557144.06494,1773.98196863
ETH-USD,backtest_v2,2026-01-16 08:00:00+00:00,3308.94,3319.39,3312.19,3307.86,122373866.2178,405325495947.935,4200.25413845
ETH-USD,backtest_v2,2026-01-16 09:00:00+00:00,3312.19,3315.63,3306.5,3304.79,122373866.2178,404629188649.1557,2096.31408814
ETH-USD,backtest_v2,2026-01-16 10:00:00+00:00,3306.5,3307.9,3296.53,3293.0,122373866.2178,403409121202.9643,2101.16994038
ETH-USD,backtest_v2,2026-01-16 11:00:00+00:00,3296.52,3305.23,3301.3,3292.03,122373866.2178,403992844544.8232,1661.91400748
ETH-USD,backtest_v2,2026-01-16 12:00:00+00:00,3301.3,3313.74,3307.89,3299.5,122373866.2178,404799288323.1984,1626.2420442
ETH-USD,backtest_v2,2026-01-16 13:00:00+00:00,3307.9,3309.79,3306.81,3294.77,122373866.2178,404667124547.6832,1903.40045322
ETH-USD,backtest_v2,2026-01-16 14:00:00+00:00,3306.75,3317.9,3292.69,3288.94,122373866.2178,402939205556.6879,4503.91889769
ETH-USD,backtest_v2,2026-01-16 15:00:00+00:00,3292.69,3311.27,3262.92,3250.83,122373866.2178,399296135559.38403,10744.97759645
ETH-USD,backtest_v2,2026-01-16 16:00:00+00:00,3262.61,3288.3,3278.3,3257.89,122373866.2178,401178245621.8138,8588.60128365
