explained_variance_ratio
0.6047193456307914
0.08855209062226638
0.06342617449125276
0.05704518313157632
0.048964144729634416
0.038205433360144765
0.027330836150180598
0.018972790835795908
0.012372598887394207
0.010733613739459812
0.008825304529385009
0.007476253136533223
0.005239913784342605
0.0028200554055106586
0.00262828354462228
0.0011038940168466736
0.0007627829001227401
0.0005916460601853951
0.0001817561940045304
3.652423580998383e-05
6.165000705720466e-06
2.618024156579085e-06
1.436323132051993e-06
4.7149271843986236e-07
3.4892072426208974e-07
2.6857602429494123e-07
6.627667887235999e-08
