ticker,caller,low,high,Open,close,volume,timestamp
ETH-USD,main,3087.93,3110.62,3104.84,3094.05,1882.72011194,2026-01-13 01:00:00+00:00
ETH-USD,main,3094.05,3104.46,3094.05,3097.69,1450.54018457,2026-01-13 02:00:00+00:00
ETH-USD,main,3097.68,3115.22,3097.68,3112.53,2401.28817774,2026-01-13 03:00:00+00:00
ETH-USD,main,3108.6,3119.83,3112.54,3118.47,1496.20904602,2026-01-13 04:00:00+00:00
ETH-USD,main,3117.61,3142.8,3118.47,3128.2,2478.9777162,2026-01-13 05:00:00+00:00
ETH-USD,main,3119.86,3133.78,3128.21,3130.74,2122.88493977,2026-01-13 06:00:00+00:00
ETH-USD,main,3118.48,3131.82,3130.9,3118.52,963.68353124,2026-01-13 07:00:00+00:00
ETH-USD,main,3118.4,3134.88,3118.5,3132.78,902.80037922,2026-01-13 08:00:00+00:00
ETH-USD,main,3125.94,3145.19,3132.77,3135.78,2652.23940399,2026-01-13 09:00:00+00:00
ETH-USD,main,3127.07,3138.82,3135.78,3131.7,1117.01256281,2026-01-13 10:00:00+00:00
ETH-USD,main,3128.02,3135.85,3131.71,3130.67,691.05964519,2026-01-13 11:00:00+00:00
ETH-USD,main,3126.43,3135.06,3130.68,3132.22,1299.08595858,2026-01-13 12:00:00+00:00
ETH-USD,main,3126.89,3157.56,3132.22,3139.33,6319.40658625,2026-01-13 13:00:00+00:00
ETH-USD,main,3127.32,3163.2,3139.32,3142.24,7853.31957535,2026-01-13 14:00:00+00:00
ETH-USD,main,3130.24,3186.55,3141.89,3182.76,12433.95657195,2026-01-13 15:00:00+00:00
ETH-USD,main,3170.3,3195.09,3182.62,3179.96,15417.96713975,2026-01-13 16:00:00+00:00
ETH-USD,main,3172.0,3186.39,3179.95,3178.56,6986.83367603,2026-01-13 17:00:00+00:00
ETH-USD,main,3176.32,3213.06,3178.56,3199.82,8985.34188602,2026-01-13 18:00:00+00:00
ETH-USD,main,3189.44,3217.46,3199.82,3215.63,7291.05236444,2026-01-13 19:00:00+00:00
ETH-USD,main,3187.6,3220.0,3215.64,3204.51,8658.16792587,2026-01-13 20:00:00+00:00
ETH-USD,main,3201.77,3217.83,3204.11,3209.21,5722.46301721,2026-01-13 21:00:00+00:00
