ticker,caller,low,high,Open,close,volume,timestamp
BTC-USD,main,94938.96,96816.0,94957.0,96505.99,2257.7847949,2026-01-14 14:00:00+00:00
BTC-USD,main,96176.95,97112.51,96504.03,96770.01,3323.20882936,2026-01-14 15:00:00+00:00
BTC-USD,main,96742.01,97729.98,96772.01,97321.38,3260.7299376,2026-01-14 16:00:00+00:00
BTC-USD,main,96801.37,97843.91,97321.38,96974.0,1898.16751795,2026-01-14 17:00:00+00:00
BTC-USD,main,96211.99,97140.12,96974.0,96814.02,1138.1221455,2026-01-14 18:00:00+00:00
BTC-USD,main,96681.01,97692.75,96814.02,97273.44,820.29741841,2026-01-14 19:00:00+00:00
BTC-USD,main,97204.01,97963.62,97275.78,97676.01,1076.05447647,2026-01-14 20:00:00+00:00
BTC-USD,main,97389.26,97738.11,97679.98,97574.0,806.50460364,2026-01-14 21:00:00+00:00
BTC-USD,main,96793.2,97588.95,97570.02,96888.31,726.99345286,2026-01-14 22:00:00+00:00
BTC-USD,main,96857.89,97395.49,96888.31,96955.16,411.96737351,2026-01-14 23:00:00+00:00
BTC-USD,main,96467.17,97015.41,96954.02,96646.71,411.42161483,2026-01-15 00:00:00+00:00
BTC-USD,main,96291.25,96989.91,96646.71,96431.13,371.26828633,2026-01-15 01:00:00+00:00
BTC-USD,main,96085.52,96608.7,96431.13,96307.38,299.64822319,2026-01-15 02:00:00+00:00
BTC-USD,main,95742.0,96383.16,96307.38,95950.0,384.48432316,2026-01-15 03:00:00+00:00
BTC-USD,main,95915.45,96355.14,95950.0,96288.01,253.02946952,2026-01-15 04:00:00+00:00
BTC-USD,main,96205.17,96486.43,96288.01,96403.32,289.22930708,2026-01-15 05:00:00+00:00
BTC-USD,main,96152.34,96565.61,96403.32,96213.81,321.84149434,2026-01-15 06:00:00+00:00
BTC-USD,main,96162.12,96737.34,96213.82,96616.13,168.65799788,2026-01-15 07:00:00+00:00
BTC-USD,main,96272.0,96648.58,96617.7,96626.56,244.48253003,2026-01-15 08:00:00+00:00
BTC-USD,main,96540.04,97176.42,96626.55,97030.5,295.64865616,2026-01-15 09:00:00+00:00
BTC-USD,main,96723.62,97070.24,97035.57,96783.76,276.05687284,2026-01-15 10:00:00+00:00
BTC-USD,main,96556.0,96904.96,96783.77,96562.02,189.53883465,2026-01-15 11:00:00+00:00
BTC-USD,main,96500.0,96995.25,96562.01,96959.91,230.45480176,2026-01-15 12:00:00+00:00
BTC-USD,main,96579.37,97012.08,96957.17,96832.99,436.38921924,2026-01-15 13:00:00+00:00
BTC-USD,main,95540.0,97139.7,96832.98,96021.91,1231.22148467,2026-01-15 14:00:00+00:00
BTC-USD,main,95400.01,96725.45,96021.9,96690.95,1127.39384433,2026-01-15 15:00:00+00:00
BTC-USD,main,96226.9,96895.91,96682.49,96699.97,707.65914355,2026-01-15 16:00:00+00:00
BTC-USD,main,96378.61,97041.95,96694.58,96584.0,454.09116556,2026-01-15 17:00:00+00:00
BTC-USD,main,95716.28,96605.47,96583.99,95819.03,668.65710832,2026-01-15 18:00:00+00:00
BTC-USD,main,95165.01,95916.13,95819.02,95464.9,607.3958186,2026-01-15 19:00:00+00:00
BTC-USD,main,95066.19,95628.53,95470.0,95225.99,956.07918407,2026-01-15 20:00:00+00:00
BTC-USD,main,95162.01,95596.92,95233.91,95555.47,363.57846823,2026-01-15 21:00:00+00:00
BTC-USD,main,95462.0,95838.0,95555.46,95542.12,172.48774704,2026-01-15 22:00:00+00:00
BTC-USD,main,95370.0,95691.66,95543.68,95587.65,158.61231385,2026-01-15 23:00:00+00:00
BTC-USD,main,95540.0,95798.0,95578.2,95595.6,125.54318815,2026-01-16 00:00:00+00:00
BTC-USD,main,95390.0,95830.49,95595.6,95632.49,157.15025089,2026-01-16 01:00:00+00:00
BTC-USD,main,95350.01,95657.46,95632.49,95471.06,162.47698205,2026-01-16 02:00:00+00:00
BTC-USD,main,95302.4,95562.39,95471.06,95319.18,123.59167502,2026-01-16 03:00:00+00:00
BTC-USD,main,95117.1,95561.18,95319.17,95236.01,195.3793394,2026-01-16 04:00:00+00:00
BTC-USD,main,95217.16,95668.1,95236.01,95636.86,181.36457876,2026-01-16 05:00:00+00:00
BTC-USD,main,95502.01,95801.96,95636.87,95716.0,177.34747565,2026-01-16 06:00:00+00:00
BTC-USD,main,95450.0,95760.9,95716.01,95628.93,107.21121646,2026-01-16 07:00:00+00:00
BTC-USD,main,95547.14,95821.67,95628.93,95638.0,100.44459397,2026-01-16 08:00:00+00:00
BTC-USD,main,95554.99,95754.46,95637.99,95578.02,52.43350233,2026-01-16 09:00:00+00:00
BTC-USD,main,95259.0,95602.01,95571.91,95276.82,133.37240527,2026-01-16 10:00:00+00:00
BTC-USD,main,95217.4,95447.74,95276.82,95388.0,149.35361285,2026-01-16 11:00:00+00:00
BTC-USD,main,95325.82,95550.26,95388.0,95430.13,116.25291035,2026-01-16 12:00:00+00:00
BTC-USD,main,95257.4,95548.47,95430.13,95413.12,181.72627151,2026-01-16 13:00:00+00:00
BTC-USD,main,95138.1,95799.96,95413.12,95155.71,418.71728095,2026-01-16 14:00:00+00:00
BTC-USD,main,94229.04,95630.1,95155.71,94531.87,1012.07252846,2026-01-16 15:00:00+00:00
BTC-USD,main,94450.92,94964.39,94531.87,94831.99,350.81456207,2026-01-16 16:00:00+00:00
BTC-USD,main,94517.98,95095.77,94831.99,95035.15,230.86189984,2026-01-16 17:00:00+00:00
BTC-USD,main,94930.39,95187.8,95037.42,94951.64,336.22346862,2026-01-16 18:00:00+00:00
BTC-USD,main,94784.59,95036.0,94951.64,94947.55,375.68419841,2026-01-16 19:00:00+00:00
BTC-USD,main,94627.8,95552.64,94947.55,95536.0,829.11757859,2026-01-16 20:00:00+00:00
BTC-USD,main,95000.0,95581.61,95530.02,95481.46,517.52445785,2026-01-16 21:00:00+00:00
BTC-USD,main,95000.0,95557.7,95481.46,95473.99,145.87722494,2026-01-16 22:00:00+00:00
BTC-USD,main,95381.93,95544.87,95473.97,95504.0,105.81909544,2026-01-16 23:00:00+00:00
BTC-USD,main,95386.69,95542.25,95503.99,95427.97,85.35957134,2026-01-17 00:00:00+00:00
BTC-USD,main,95335.24,95499.27,95426.64,95354.65,187.86692306,2026-01-17 01:00:00+00:00
BTC-USD,main,95163.86,95387.27,95354.65,95326.01,81.46043106,2026-01-17 02:00:00+00:00
BTC-USD,main,95218.97,95348.0,95326.0,95326.18,68.98083543,2026-01-17 03:00:00+00:00
BTC-USD,main,95212.1,95338.03,95326.18,95270.89,54.40224959,2026-01-17 04:00:00+00:00
BTC-USD,main,95236.49,95347.8,95274.02,95279.99,65.40507566,2026-01-17 05:00:00+00:00
BTC-USD,main,95154.0,95297.8,95279.99,95187.7,40.56992533,2026-01-17 06:00:00+00:00
BTC-USD,main,95007.5,95187.71,95187.7,95060.09,53.06149891,2026-01-17 07:00:00+00:00
BTC-USD,main,94995.0,95221.31,95060.08,95216.01,58.02773267,2026-01-17 08:00:00+00:00
BTC-USD,main,95134.0,95261.22,95216.01,95222.33,26.74170307,2026-01-17 09:00:00+00:00
BTC-USD,main,95064.86,95239.54,95222.32,95065.44,30.78351188,2026-01-17 10:00:00+00:00
BTC-USD,main,95024.14,95287.13,95065.44,95279.82,32.69409794,2026-01-17 11:00:00+00:00
BTC-USD,main,95193.85,95355.01,95279.56,95220.0,40.75664695,2026-01-17 12:00:00+00:00
BTC-USD,main,95158.84,95410.12,95219.99,95402.02,61.64747622,2026-01-17 13:00:00+00:00
BTC-USD,main,95313.79,95509.96,95402.01,95434.99,76.34226711,2026-01-17 14:00:00+00:00
BTC-USD,main,95394.43,95600.0,95430.36,95541.15,108.36798772,2026-01-17 15:00:00+00:00
BTC-USD,main,95180.01,95546.22,95541.16,95269.06,137.08480655,2026-01-17 16:00:00+00:00
BTC-USD,main,95252.0,95428.84,95269.06,95337.69,84.25137823,2026-01-17 17:00:00+00:00
BTC-USD,main,95308.87,95448.43,95345.07,95388.42,62.99336029,2026-01-17 18:00:00+00:00
BTC-USD,main,95237.68,95388.42,95388.41,95260.17,62.26848209,2026-01-17 19:00:00+00:00
BTC-USD,main,95237.71,95363.02,95260.17,95342.11,55.8797816,2026-01-17 20:00:00+00:00
BTC-USD,main,95235.61,95377.8,95342.11,95271.69,57.2722028,2026-01-17 21:00:00+00:00
BTC-USD,main,94980.12,95271.69,95271.69,95124.25,110.61817511,2026-01-17 22:00:00+00:00
BTC-USD,main,95066.72,95180.26,95124.25,95109.99,111.23481202,2026-01-17 23:00:00+00:00
BTC-USD,main,95027.52,95197.7,95109.99,95070.66,64.97377796,2026-01-18 00:00:00+00:00
BTC-USD,main,94821.01,95070.67,95070.67,94928.45,102.88116181,2026-01-18 01:00:00+00:00
BTC-USD,main,94835.05,95027.99,94928.45,94984.22,63.6702262,2026-01-18 02:00:00+00:00
BTC-USD,main,94977.83,95176.27,94984.22,95154.01,62.93371081,2026-01-18 03:00:00+00:00
BTC-USD,main,95034.01,95154.01,95154.0,95060.23,49.12029575,2026-01-18 04:00:00+00:00
BTC-USD,main,95012.6,95221.99,95060.23,95148.0,63.34052571,2026-01-18 05:00:00+00:00
BTC-USD,main,95087.86,95167.46,95148.01,95135.04,37.82266101,2026-01-18 06:00:00+00:00
BTC-USD,main,94985.1,95146.0,95135.04,94991.52,32.30111392,2026-01-18 07:00:00+00:00
BTC-USD,main,94978.13,95157.63,94991.52,95134.73,30.4565516,2026-01-18 08:00:00+00:00
BTC-USD,main,95107.98,95237.7,95134.73,95220.08,33.96682457,2026-01-18 09:00:00+00:00
BTC-USD,main,95040.83,95249.93,95220.08,95133.0,31.09134984,2026-01-18 10:00:00+00:00
BTC-USD,main,95032.6,95141.53,95133.0,95123.98,34.44498606,2026-01-18 11:00:00+00:00
BTC-USD,main,95028.87,95142.7,95123.98,95064.87,27.5133397,2026-01-18 12:00:00+00:00
BTC-USD,main,94858.81,95162.69,95064.86,95107.9,72.64280268,2026-01-18 13:00:00+00:00
BTC-USD,main,94881.88,95326.01,95107.98,94916.02,111.88727822,2026-01-18 14:00:00+00:00
BTC-USD,main,94870.35,95110.99,94916.01,95074.1,100.34515623,2026-01-18 15:00:00+00:00
BTC-USD,main,95012.89,95150.0,95074.11,95126.01,63.2795954,2026-01-18 16:00:00+00:00
BTC-USD,main,95100.92,95243.31,95126.01,95217.99,66.49789558,2026-01-18 17:00:00+00:00
BTC-USD,main,95062.24,95482.9,95217.99,95412.3,133.14087208,2026-01-18 18:00:00+00:00
BTC-USD,main,95274.52,95481.96,95412.3,95336.0,74.59643089,2026-01-18 19:00:00+00:00
BTC-USD,main,95241.38,95412.38,95336.0,95264.04,66.80485634,2026-01-18 20:00:00+00:00
BTC-USD,main,95240.33,95398.29,95264.04,95384.08,75.65158246,2026-01-18 21:00:00+00:00
BTC-USD,main,95332.31,95485.0,95385.0,95444.4,92.31090551,2026-01-18 22:00:00+00:00
BTC-USD,main,93559.78,95452.63,95444.4,93633.53,1116.09549955,2026-01-18 23:00:00+00:00
BTC-USD,main,91935.3,93630.0,93630.0,92668.25,1072.86804282,2026-01-19 00:00:00+00:00
BTC-USD,main,92182.33,92846.12,92668.24,92536.89,321.91816729,2026-01-19 01:00:00+00:00
BTC-USD,main,92333.0,92637.24,92536.9,92522.0,197.86304397,2026-01-19 02:00:00+00:00
BTC-USD,main,92427.68,92747.37,92521.02,92656.01,189.55320736,2026-01-19 03:00:00+00:00
BTC-USD,main,92444.0,92709.0,92656.02,92616.36,168.16140701,2026-01-19 04:00:00+00:00
BTC-USD,main,92453.9,92770.06,92616.36,92472.18,174.67569108,2026-01-19 05:00:00+00:00
BTC-USD,main,92300.49,92590.37,92478.13,92544.51,267.84984684,2026-01-19 06:00:00+00:00
BTC-USD,main,92502.65,92811.58,92544.52,92787.38,115.76715761,2026-01-19 07:00:00+00:00
BTC-USD,main,92636.27,93327.89,92787.37,93208.01,235.42698322,2026-01-19 08:00:00+00:00
BTC-USD,main,92887.52,93219.94,93208.01,92997.85,190.25820582,2026-01-19 09:00:00+00:00
BTC-USD,main,92829.63,93035.2,92997.85,93015.99,98.5128881,2026-01-19 10:00:00+00:00
BTC-USD,main,92914.84,93255.22,93016.0,93133.08,67.70776374,2026-01-19 11:00:00+00:00
BTC-USD,main,92938.01,93169.49,93133.08,93010.71,94.92754156,2026-01-19 12:00:00+00:00
BTC-USD,main,92718.58,93096.83,93012.09,92975.03,149.30609344,2026-01-19 13:00:00+00:00
BTC-USD,main,92640.01,92984.31,92975.03,92751.34,203.24435164,2026-01-19 14:00:00+00:00
BTC-USD,main,92751.05,93035.2,92751.34,93009.65,214.60876915,2026-01-19 15:00:00+00:00
BTC-USD,main,92928.81,93359.0,93009.65,93252.49,180.22569156,2026-01-19 16:00:00+00:00
BTC-USD,main,93087.75,93343.98,93252.49,93179.68,148.37814625,2026-01-19 17:00:00+00:00
BTC-USD,main,92872.58,93207.0,93179.68,93001.37,135.43889853,2026-01-19 18:00:00+00:00
BTC-USD,main,92930.9,93097.81,93001.38,93048.01,120.76470447,2026-01-19 19:00:00+00:00
BTC-USD,main,93027.98,93220.4,93048.01,93098.91,120.35240294,2026-01-19 20:00:00+00:00
BTC-USD,main,92936.02,93289.87,93096.0,92936.4,152.85215267,2026-01-19 21:00:00+00:00
BTC-USD,main,92480.2,92993.54,92937.03,92495.84,154.12650933,2026-01-19 22:00:00+00:00
BTC-USD,main,92079.93,92692.6,92495.85,92559.66,218.77789418,2026-01-19 23:00:00+00:00
BTC-USD,main,92285.75,92807.99,92559.65,92637.62,164.24688336,2026-01-20 00:00:00+00:00
BTC-USD,main,92447.09,92800.0,92637.63,92655.56,130.51874461,2026-01-20 01:00:00+00:00
BTC-USD,main,92268.04,92664.06,92658.9,92478.12,164.1563153,2026-01-20 02:00:00+00:00
BTC-USD,main,92190.13,92584.74,92478.12,92360.27,161.48784076,2026-01-20 03:00:00+00:00
BTC-USD,main,91884.05,92405.54,92360.27,91991.75,194.99814491,2026-01-20 04:00:00+00:00
BTC-USD,main,91208.1,92000.0,91991.02,91538.0,376.35608101,2026-01-20 05:00:00+00:00
BTC-USD,main,90676.73,91553.6,91541.53,90829.99,421.36333689,2026-01-20 06:00:00+00:00
BTC-USD,main,90752.63,91189.99,90827.53,91068.0,234.47196319,2026-01-20 07:00:00+00:00
BTC-USD,main,90558.99,91145.05,91072.1,91000.0,189.91649977,2026-01-20 08:00:00+00:00
BTC-USD,main,90795.54,91000.0,91000.0,90932.03,187.20911312,2026-01-20 09:00:00+00:00
BTC-USD,main,90890.74,91205.12,90932.03,91170.01,87.17403371,2026-01-20 10:00:00+00:00
BTC-USD,main,91120.0,91360.77,91170.02,91134.95,133.778016,2026-01-20 11:00:00+00:00
BTC-USD,main,90958.74,91236.81,91134.9,91195.92,182.02726165,2026-01-20 12:00:00+00:00
BTC-USD,main,90667.27,91221.76,91195.92,90875.96,494.37907503,2026-01-20 13:00:00+00:00
BTC-USD,main,90170.27,91286.99,90875.95,90435.99,852.88283923,2026-01-20 14:00:00+00:00
BTC-USD,main,89750.0,90707.99,90382.0,90585.89,977.06891779,2026-01-20 15:00:00+00:00
BTC-USD,main,89908.03,90888.6,90585.89,90061.11,738.58341111,2026-01-20 16:00:00+00:00
BTC-USD,main,89305.88,90413.61,90061.1,89670.24,1069.7691312,2026-01-20 17:00:00+00:00
BTC-USD,main,89268.0,89851.95,89670.23,89378.96,746.27142604,2026-01-20 18:00:00+00:00
BTC-USD,main,89162.0,89688.48,89378.0,89594.0,688.0041394,2026-01-20 19:00:00+00:00
BTC-USD,main,89244.54,89722.0,89595.96,89592.06,1458.8148265,2026-01-20 20:00:00+00:00
BTC-USD,main,89291.99,89716.59,89606.0,89350.0,306.02832468,2026-01-20 21:00:00+00:00
BTC-USD,main,88001.68,89510.0,89350.0,88372.2,500.24696504,2026-01-20 22:00:00+00:00
BTC-USD,main,87767.53,88412.89,88375.77,88310.6,675.13667766,2026-01-20 23:00:00+00:00
BTC-USD,main,88130.01,88877.19,88310.6,88819.72,305.89252755,2026-01-21 00:00:00+00:00
BTC-USD,main,88700.82,89052.46,88819.97,88907.35,292.53122164,2026-01-21 01:00:00+00:00
BTC-USD,main,88869.83,89249.25,88907.25,88942.0,237.29263944,2026-01-21 02:00:00+00:00
BTC-USD,main,88924.26,89495.99,88941.99,89319.06,237.69402192,2026-01-21 03:00:00+00:00
BTC-USD,main,89220.93,89511.4,89319.06,89327.27,166.64323986,2026-01-21 04:00:00+00:00
BTC-USD,main,89318.33,90009.7,89327.27,89847.96,286.97403517,2026-01-21 05:00:00+00:00
BTC-USD,main,89390.2,89847.99,89847.99,89547.43,164.4729335,2026-01-21 06:00:00+00:00
BTC-USD,main,88908.91,89658.14,89547.42,89092.77,709.23443698,2026-01-21 07:00:00+00:00
BTC-USD,main,88874.06,89271.14,89088.73,89080.0,169.5481806,2026-01-21 08:00:00+00:00
BTC-USD,main,88950.01,89387.16,89079.99,89001.07,161.96149786,2026-01-21 09:00:00+00:00
BTC-USD,main,88950.17,89289.29,89001.07,89139.58,109.84183801,2026-01-21 10:00:00+00:00
BTC-USD,main,88600.0,89283.99,89139.58,88691.8,187.44217177,2026-01-21 11:00:00+00:00
BTC-USD,main,88107.16,88753.6,88691.73,88642.01,414.41203528,2026-01-21 12:00:00+00:00
BTC-USD,main,88444.85,88948.99,88642.0,88580.0,375.34263604,2026-01-21 13:00:00+00:00
BTC-USD,main,88512.11,89918.5,88575.4,89713.15,1115.60597337,2026-01-21 14:00:00+00:00
BTC-USD,main,89655.92,90500.0,89710.4,90208.16,604.83318892,2026-01-21 15:00:00+00:00
BTC-USD,main,87480.0,90290.74,90208.15,87501.32,1539.01501425,2026-01-21 16:00:00+00:00
BTC-USD,main,87156.0,88068.98,87505.99,87836.0,1705.99010958,2026-01-21 17:00:00+00:00
BTC-USD,main,87484.36,88570.86,87826.43,88395.99,670.22043302,2026-01-21 18:00:00+00:00
BTC-USD,main,88194.0,90368.7,88395.97,90281.8,1006.18098188,2026-01-21 19:00:00+00:00
BTC-USD,main,89367.01,90304.0,90281.8,90136.01,1035.4114781,2026-01-21 20:00:00+00:00
BTC-USD,main,89873.87,90262.98,90136.0,90180.23,560.78836753,2026-01-21 21:00:00+00:00
BTC-USD,main,89690.6,90313.78,90180.23,89690.61,186.5720392,2026-01-21 22:00:00+00:00
BTC-USD,main,89269.65,90146.29,89690.61,89363.71,295.53892103,2026-01-21 23:00:00+00:00
BTC-USD,main,89363.71,89955.0,89363.71,89828.22,218.77743868,2026-01-22 00:00:00+00:00
BTC-USD,main,89737.65,90115.49,89828.21,90016.2,178.76194945,2026-01-22 01:00:00+00:00
BTC-USD,main,89740.42,90273.35,90016.2,89850.13,192.11387755,2026-01-22 02:00:00+00:00
BTC-USD,main,89605.99,90075.3,89850.14,89801.93,145.84871084,2026-01-22 03:00:00+00:00
BTC-USD,main,89725.11,90000.0,89801.93,89905.96,215.8295157,2026-01-22 04:00:00+00:00
BTC-USD,main,89826.0,89989.73,89905.96,89933.38,114.23991334,2026-01-22 05:00:00+00:00
BTC-USD,main,89802.03,90129.4,89933.38,90080.34,134.72705547,2026-01-22 06:00:00+00:00
BTC-USD,main,89698.08,90109.92,90080.34,89728.3,133.88991833,2026-01-22 07:00:00+00:00
BTC-USD,main,89663.21,89881.94,89728.3,89830.43,121.32613597,2026-01-22 08:00:00+00:00
BTC-USD,main,89796.66,90046.6,89830.43,89949.99,253.91734769,2026-01-22 09:00:00+00:00
BTC-USD,main,89861.32,90024.65,89949.99,89989.83,195.15068223,2026-01-22 10:00:00+00:00
BTC-USD,main,89795.08,90062.0,89989.82,89837.84,214.38417165,2026-01-22 11:00:00+00:00
BTC-USD,main,89768.71,90003.01,89837.84,89920.14,231.94516289,2026-01-22 12:00:00+00:00
BTC-USD,main,89383.86,90250.0,89920.14,89512.31,299.25839355,2026-01-22 13:00:00+00:00
BTC-USD,main,88950.75,89645.24,89509.94,88991.92,765.67646081,2026-01-22 14:00:00+00:00
BTC-USD,main,88408.65,89361.3,88985.54,88907.99,787.2047405,2026-01-22 15:00:00+00:00
BTC-USD,main,88570.0,89187.11,88903.97,88956.0,736.65774125,2026-01-22 16:00:00+00:00
BTC-USD,main,88922.06,89529.8,88955.99,89457.67,469.32879251,2026-01-22 17:00:00+00:00
BTC-USD,main,89205.86,89711.0,89457.67,89245.98,354.42285285,2026-01-22 18:00:00+00:00
BTC-USD,main,89010.0,89850.0,89245.98,89676.01,395.44275713,2026-01-22 19:00:00+00:00
BTC-USD,main,89291.29,89868.0,89677.58,89312.0,297.37952446,2026-01-22 20:00:00+00:00
BTC-USD,main,89114.11,89569.42,89309.97,89166.92,278.76171455,2026-01-22 21:00:00+00:00
BTC-USD,main,89044.04,89475.61,89166.92,89261.75,179.67060057,2026-01-22 22:00:00+00:00
BTC-USD,main,89080.0,89496.45,89257.17,89463.5,160.45323312,2026-01-22 23:00:00+00:00
BTC-USD,main,89345.67,89550.69,89463.51,89430.66,119.84107523,2026-01-23 00:00:00+00:00
BTC-USD,main,89430.01,89850.74,89430.01,89842.46,136.94489668,2026-01-23 01:00:00+00:00
BTC-USD,main,89541.22,89887.98,89842.46,89550.58,138.70974586,2026-01-23 02:00:00+00:00
BTC-USD,main,89535.9,89845.73,89550.57,89831.13,137.37504597,2026-01-23 03:00:00+00:00
BTC-USD,main,89766.13,89972.9,89831.13,89859.8,200.33158279,2026-01-23 04:00:00+00:00
BTC-USD,main,89368.2,89865.7,89859.8,89492.41,266.87802264,2026-01-23 05:00:00+00:00
BTC-USD,main,89272.39,89679.99,89492.41,89386.65,155.11729568,2026-01-23 06:00:00+00:00
BTC-USD,main,89327.56,89564.29,89386.65,89415.47,126.99252392,2026-01-23 07:00:00+00:00
BTC-USD,main,89010.91,89506.75,89415.47,89095.93,170.54670412,2026-01-23 08:00:00+00:00
BTC-USD,main,88776.47,89269.45,89095.93,88856.0,141.63541902,2026-01-23 09:00:00+00:00
BTC-USD,main,88737.98,89057.2,88856.0,88930.31,123.79320915,2026-01-23 10:00:00+00:00
BTC-USD,main,88880.5,89236.62,88930.32,89094.89,75.03879528,2026-01-23 11:00:00+00:00
BTC-USD,main,88971.91,89260.08,89094.88,89135.61,87.21694404,2026-01-23 12:00:00+00:00
BTC-USD,main,89105.09,89334.99,89135.61,89236.89,221.88925035,2026-01-23 13:00:00+00:00
BTC-USD,main,88531.36,89620.01,89236.89,88894.18,566.85514159,2026-01-23 14:00:00+00:00
BTC-USD,main,88440.65,89767.99,88894.19,89641.84,565.45511322,2026-01-23 15:00:00+00:00
BTC-USD,main,89346.05,90400.0,89641.85,90020.38,812.56920679,2026-01-23 16:00:00+00:00
BTC-USD,main,89871.89,91147.01,90017.98,90502.09,891.27522781,2026-01-23 17:00:00+00:00
BTC-USD,main,90359.91,90948.06,90502.09,90412.0,721.40521931,2026-01-23 18:00:00+00:00
BTC-USD,main,89491.95,90435.63,90412.0,89874.0,618.8583305,2026-01-23 19:00:00+00:00
BTC-USD,main,89089.6,90052.21,89872.95,89395.04,636.94784328,2026-01-23 20:00:00+00:00
BTC-USD,main,89206.38,89591.39,89395.93,89234.22,204.1115572,2026-01-23 21:00:00+00:00
BTC-USD,main,89223.25,89646.08,89234.22,89515.84,160.13999547,2026-01-23 22:00:00+00:00
BTC-USD,main,89355.3,89522.67,89515.84,89474.93,101.29484628,2026-01-23 23:00:00+00:00
BTC-USD,main,89289.74,89520.3,89474.94,89327.55,95.77715874,2026-01-24 00:00:00+00:00
BTC-USD,main,89322.86,89467.99,89327.54,89425.39,67.01666466,2026-01-24 01:00:00+00:00
BTC-USD,main,89425.4,89583.99,89425.4,89565.21,65.45743718,2026-01-24 02:00:00+00:00
BTC-USD,main,89537.24,89832.72,89565.21,89637.43,119.99588308,2026-01-24 03:00:00+00:00
