index,low,high,Open,close,volume,supply,eth_daily_tx,google_trend,market_cap,btc_open,btc_high,btc_low,btc_close,btc_volume,eth_rolling_beta,eth_return,btc_return
low,1.0,0.9062319120200656,0.9303813750080391,0.9507363817608849,-0.36600424464595793,0.6367848885762243,-0.6367848885762243,0.6067608458311231,0.9507363817608849,0.7677664158466783,0.7492121679850794,0.8404077432632323,0.8184098401250807,-0.1723261946105859,-0.4542987407729049,0.009188464118041582,0.10248155600268276
high,0.9062319120200656,1.0,0.9458486076275001,0.9410894591292045,-0.07804360409029519,0.6285999928361701,-0.6285999928361701,0.6110138424140515,0.9410894591292045,0.8158402469612194,0.8534632452247733,0.8045211910733809,0.8332020259940237,0.0585568203743006,-0.40392965696917066,-0.03990610328638498,0.05922199865861838
Open,0.9303813750080391,0.9458486076275001,1.0,0.8817287285355971,-0.22303685124445302,0.605682284764018,-0.605682284764018,0.5784075352782669,0.8817287285355971,0.8498617274422793,0.8020451475979162,0.8133320470769825,0.7754160303277394,-0.06254421506206187,-0.42629179331306993,-0.24849094567404426,-0.13393695506371564
close,0.9507363817608849,0.9410894591292045,0.8817287285355971,1.0,-0.21194289021802046,0.640058846872246,-0.640058846872246,0.6251904976904796,1.0,0.7273458100199369,0.7830728664222779,0.8062576371470834,0.8596832543920121,-0.051996912984757865,-0.4334563612679114,0.19631120053655265,0.270355466130114
volume,-0.36600424464595793,-0.07804360409029519,-0.22303685124445302,-0.21194289021802046,1.0,-0.3756867144684923,0.3756867144684923,-0.21123216361877883,-0.21194289021802046,-0.14444658820502926,9.646922631680494e-05,-0.28937552254164256,-0.1354610499411368,0.7886037687311082,0.03734259661311333,0.05389000670690811,0.042421193829644536
supply,0.6367848885762243,0.6285999928361701,0.605682284764018,0.640058846872246,-0.3756867144684923,1.0,-1.0,0.8660254037844386,0.640058846872246,0.5156484316234208,0.5328367126775347,0.5590283790457086,0.5565818592325243,-0.23736197646157461,-0.43009901683040075,0.022834564204388088,0.12157093528130605
eth_daily_tx,-0.6367848885762243,-0.6285999928361701,-0.605682284764018,-0.640058846872246,0.3756867144684923,-1.0,1.0,-0.8660254037844386,-0.640058846872246,-0.5156484316234208,-0.5328367126775347,-0.5590283790457086,-0.5565818592325243,0.23736197646157461,0.43009901683040075,-0.022834564204388088,-0.12157093528130605
google_trend,0.6067608458311231,0.6110138424140515,0.5784075352782669,0.6251904976904796,-0.21123216361877883,0.8660254037844386,-0.8660254037844386,1.0,0.6251904976904796,0.5429658970871967,0.5713192076400528,0.5656485455294816,0.5805433677396915,0.019847317386999356,-0.43009901683040075,0.021792751367325208,0.09879380619854095
market_cap,0.9507363817608849,0.9410894591292045,0.8817287285355971,1.0,-0.21194289021802046,0.640058846872246,-0.640058846872246,0.6251904976904796,1.0,0.7273458100199369,0.7830728664222779,0.8062576371470834,0.8596832543920121,-0.051996912984757865,-0.4334563612679114,0.19631120053655265,0.270355466130114
btc_open,0.7677664158466783,0.8158402469612194,0.8498617274422793,0.7273458100199369,-0.14444658820502926,0.5156484316234208,-0.5156484316234208,0.5429658970871967,0.7273458100199369,1.0,0.9410894591292045,0.9280018007588913,0.8655197364250843,-0.0075567560614830534,-0.2772470690403821,-0.30727699530516434,-0.21847753185781355
btc_high,0.7492121679850794,0.8534632452247733,0.8020451475979162,0.7830728664222779,9.646922631680494e-05,0.5328367126775347,-0.5328367126775347,0.5713192076400528,0.7830728664222779,0.9410894591292045,1.0,0.9070679786481446,0.9337406545141339,0.1479516367612065,-0.2534737299174989,-0.08142186452045606,0.024245472837022133
btc_low,0.8404077432632323,0.8045211910733809,0.8133320470769825,0.8062576371470834,-0.28937552254164256,0.5590283790457086,-0.5590283790457086,0.5656485455294816,0.8062576371470834,0.9280018007588913,0.9070679786481446,1.0,0.9477289172380258,-0.1503955238278989,-0.21917064698219713,-0.053386988598256205,0.05982562038900067
btc_close,0.8184098401250807,0.8332020259940237,0.7754160303277394,0.8596832543920121,-0.1354610499411368,0.5565818592325243,-0.5565818592325243,0.5805433677396915,0.8596832543920121,0.8655197364250843,0.9337406545141339,0.9477289172380258,1.0,0.007846289895700269,-0.25250359604381306,0.1504384714911592,0.2794144771431873
btc_volume,-0.1723261946105859,0.0585568203743006,-0.06254421506206187,-0.051996912984757865,0.7886037687311082,-0.23736197646157461,0.23736197646157461,0.019847317386999356,-0.051996912984757865,-0.0075567560614830534,0.1479516367612065,-0.1503955238278989,0.007846289895700269,1.0,-0.23719062092922275,0.020556673373574783,0.03930248155600268
eth_rolling_beta,-0.4542987407729049,-0.40392965696917066,-0.42629179331306993,-0.4334563612679114,0.03734259661311333,-0.43009901683040075,0.43009901683040075,-0.43009901683040075,-0.4334563612679114,-0.2772470690403821,-0.2534737299174989,-0.21917064698219713,-0.25250359604381306,-0.23719062092922275,1.0,-0.03473729917498915,-0.010312635692574902
eth_return,0.009188464118041582,-0.03990610328638498,-0.24849094567404426,0.19631120053655265,0.05389000670690811,0.022834564204388088,-0.022834564204388088,0.021792751367325208,0.19631120053655265,-0.30727699530516434,-0.08142186452045606,-0.053386988598256205,0.1504384714911592,0.020556673373574783,-0.03473729917498915,1.0,0.8987592219986587
btc_return,0.10248155600268276,0.05922199865861838,-0.13393695506371564,0.270355466130114,0.042421193829644536,0.12157093528130605,-0.12157093528130605,0.09879380619854095,0.270355466130114,-0.21847753185781355,0.024245472837022133,0.05982562038900067,0.2794144771431873,0.03930248155600268,-0.010312635692574902,0.8987592219986587,1.0
