explained_variance_ratio
0.5908927825493976
0.11802753582498952
0.09978470702145247
0.06672439257332956
0.04163360607358562
0.029579159279770683
0.02000916939885494
0.0170148137652255
0.011811934211331428
0.004497205362623241
1.6097264050334507e-05
4.314995983539235e-06
2.4106377709659677e-06
7.566942986351101e-07
5.803326470226175e-07
4.2857801681043985e-07
1.0543667207460908e-07
