timestamp,best_bid,best_ask,spread,mid_price,bid_depth,ask_depth,order_book_imbalance
1767225,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1767312,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1767398,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1767484,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1767571,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1767657,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1767744,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1767830,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1767916,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768003,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768089,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768176,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768262,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768348,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768435,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768521,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768608,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768694,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768780,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768867,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1768953,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769040,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769126,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769212,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769299,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769385,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769472,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769558,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769644,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769731,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769817,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769904,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1769990,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1770076,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1770163,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1770249,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1770336,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1770422,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1770508,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1770595,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1770681,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1770768,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1770854,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
