timestamp,best_bid,best_ask,spread,mid_price,bid_depth,ask_depth,order_book_imbalance
1765670,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1765756,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1765843,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1765929,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766016,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766102,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766188,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766275,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766361,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766448,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766534,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766620,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766707,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766793,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766880,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1766966,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1767052,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
1767139,1905.9,1905.99,0.08999999999991815,1905.9450000000002,131728.10639072995,66762.37587623013,0.32729897057292684
